Area,Bedrooms,Bathrooms,Stories,Parking,Age,City,Furnishing,Main Road,Guest Room,Basement,Water Supply,Air Conditioning,Preferred Tenant,Locality Rating,Price
4860,3,2,3,0,34,Pune,Semi-Furnished,Yes,No,Yes,Both,Yes,Bachelor,5,1376327
881,2,3,2,2,42,Bangalore,Furnished,Yes,No,No,Borewell,No,Company,7,1455008
553,1,3,1,1,1,Mumbai,Unfurnished,Yes,No,No,Both,Yes,Bachelor,6,577786
1924,3,3,3,0,46,Chennai,Unfurnished,Yes,Yes,No,Borewell,No,Company,6,1209341
2520,5,2,2,1,12,Kolkata,Semi-Furnished,Yes,Yes,No,Both,Yes,Family,6,1433421
2743,3,3,3,2,15,Pune,Furnished,No,Yes,No,Both,No,Bachelor,8,1235996
5536,2,3,3,2,17,Kolkata,Furnished,No,No,Yes,Both,No,Family,5,1456393
1640,4,1,3,0,6,Kolkata,Unfurnished,No,No,No,Both,Yes,Bachelor,10,980824
460,3,3,3,2,44,Pune,Furnished,No,No,No,Corporation,No,Family,7,1237385
1338,4,1,3,1,35,Delhi,Semi-Furnished,Yes,Yes,No,Borewell,Yes,Company,3,1262995
2039,5,1,3,0,40,Pune,Semi-Furnished,No,Yes,No,Corporation,Yes,Bachelor,9,1580121
4520,3,3,2,0,29,Pune,Semi-Furnished,No,No,Yes,Both,No,Company,10,1111562
5558,1,1,3,1,41,Mumbai,Semi-Furnished,Yes,Yes,Yes,Both,No,Company,3,1218246
4626,4,2,1,0,40,Pune,Semi-Furnished,No,Yes,Yes,Borewell,No,Family,6,1272272
3969,5,2,2,0,6,Hyderabad,Unfurnished,Yes,Yes,No,Borewell,Yes,Bachelor,3,1593467
1652,1,3,1,1,14,Pune,Semi-Furnished,Yes,Yes,Yes,Borewell,Yes,Company,1,903357
4603,1,2,3,0,39,Kolkata,Semi-Furnished,Yes,No,Yes,Borewell,No,Family,1,747843
571,1,1,1,0,18,Chennai,Unfurnished,No,Yes,No,Both,Yes,Family,3,334635
1858,1,2,3,1,42,Kolkata,Unfurnished,Yes,Yes,No,Borewell,No,Family,4,654708
3949,3,3,3,2,36,Mumbai,Unfurnished,No,No,Yes,Corporation,No,Bachelor,2,1344612
4597,3,3,2,1,1,Hyderabad,Furnished,No,No,Yes,Borewell,No,Bachelor,9,1725858
2722,3,1,2,0,41,Pune,Furnished,No,Yes,Yes,Borewell,Yes,Family,8,1137077
2036,5,3,3,1,47,Delhi,Semi-Furnished,Yes,Yes,Yes,Corporation,Yes,Bachelor,3,1716030
3515,5,2,2,0,12,Bangalore,Semi-Furnished,Yes,Yes,No,Corporation,No,Family,7,1234383
4490,5,3,1,0,39,Pune,Semi-Furnished,Yes,Yes,No,Corporation,Yes,Bachelor,4,1557948
3404,2,1,2,1,40,Chennai,Furnished,No,No,No,Corporation,No,Bachelor,5,1054524
5536,5,3,2,0,42,Bangalore,Semi-Furnished,No,No,No,Borewell,No,Family,4,1241941
729,3,2,1,2,42,Delhi,Semi-Furnished,Yes,No,No,Corporation,Yes,Family,9,1120157
4040,3,1,2,0,30,Mumbai,Furnished,No,Yes,Yes,Both,No,Bachelor,7,1304787
4294,2,2,3,1,15,Mumbai,Unfurnished,Yes,Yes,No,Borewell,No,Family,4,715074
4507,2,1,1,2,41,Delhi,Furnished,Yes,No,No,Both,No,Family,8,1319237
1741,5,3,3,2,43,Kolkata,Semi-Furnished,No,Yes,Yes,Borewell,No,Family,2,1563011
4063,4,1,1,0,5,Delhi,Furnished,No,No,No,Borewell,No,Family,7,1283789
615,2,1,3,1,27,Pune,Unfurnished,Yes,No,Yes,Both,Yes,Bachelor,1,784492
738,1,3,3,0,31,Chennai,Unfurnished,No,No,No,Corporation,Yes,Company,8,629371
4462,3,2,2,0,43,Hyderabad,Unfurnished,Yes,No,No,Corporation,No,Bachelor,6,1153329
3108,1,3,3,1,9,Pune,Unfurnished,Yes,No,No,Both,Yes,Family,5,1110591
3552,3,1,2,1,49,Pune,Unfurnished,No,No,Yes,Corporation,No,Family,9,1044437
2150,3,3,1,0,17,Pune,Unfurnished,Yes,No,No,Borewell,No,Bachelor,9,1206641
2821,2,1,3,2,3,Bangalore,Semi-Furnished,No,Yes,Yes,Borewell,No,Family,3,1229069
1109,2,3,3,0,8,Bangalore,Semi-Furnished,Yes,No,No,Borewell,No,Bachelor,9,1402725
5719,1,3,1,2,6,Mumbai,Furnished,No,No,No,Corporation,Yes,Company,9,1397218
5608,3,2,1,0,49,Pune,Semi-Furnished,No,Yes,Yes,Corporation,Yes,Family,2,1099298
5787,1,1,3,1,7,Kolkata,Unfurnished,Yes,No,Yes,Both,No,Company,5,1018457
4126,4,2,1,2,42,Mumbai,Semi-Furnished,No,Yes,No,Borewell,Yes,Company,2,1406909
4042,1,1,2,1,6,Chennai,Furnished,No,No,Yes,Both,No,Family,1,1035898
4393,5,3,1,1,40,Delhi,Unfurnished,Yes,Yes,No,Corporation,Yes,Family,7,1353524
888,1,1,1,1,39,Bangalore,Semi-Furnished,No,Yes,No,Both,No,Bachelor,4,576060
446,5,2,3,1,2,Pune,Semi-Furnished,Yes,Yes,Yes,Corporation,No,Bachelor,5,1685191
3759,5,2,2,1,16,Chennai,Furnished,No,No,Yes,Borewell,No,Family,4,1445508
5273,5,2,1,0,1,Mumbai,Unfurnished,Yes,Yes,Yes,Borewell,Yes,Bachelor,6,1684531
5535,4,1,2,2,14,Mumbai,Furnished,Yes,No,No,Corporation,Yes,Company,2,1595067
5206,1,2,2,0,45,Bangalore,Unfurnished,Yes,No,Yes,Corporation,No,Company,8,1098239
800,1,2,2,0,28,Mumbai,Unfurnished,Yes,No,No,Corporation,Yes,Family,4,574535
4390,4,2,3,0,49,Kolkata,Semi-Furnished,No,No,Yes,Borewell,Yes,Bachelor,8,1349089
3557,3,3,1,1,47,Mumbai,Furnished,Yes,No,Yes,Corporation,Yes,Family,3,1325960
4745,2,3,3,0,21,Hyderabad,Furnished,No,No,Yes,Borewell,Yes,Company,5,1163366
790,1,1,1,2,3,Delhi,Furnished,Yes,No,Yes,Both,Yes,Family,3,832438
4253,2,1,1,0,5,Mumbai,Unfurnished,No,Yes,Yes,Borewell,Yes,Family,7,1035611
4830,4,2,3,1,37,Hyderabad,Furnished,Yes,No,No,Both,Yes,Family,3,1831995
1028,3,3,2,2,25,Chennai,Unfurnished,No,No,Yes,Borewell,Yes,Family,8,1314587
4632,3,2,2,2,10,Mumbai,Furnished,No,Yes,Yes,Borewell,Yes,Company,9,1726704
3330,3,2,1,2,25,Kolkata,Furnished,Yes,No,No,Corporation,Yes,Family,2,1436971
1921,4,3,3,2,16,Chennai,Semi-Furnished,Yes,Yes,No,Borewell,Yes,Family,3,1426561
1226,5,3,2,0,23,Pune,Furnished,Yes,Yes,No,Corporation,Yes,Bachelor,7,1544297
5222,5,3,2,1,27,Mumbai,Semi-Furnished,No,No,No,Corporation,Yes,Family,5,2016631
1900,2,1,1,2,34,Bangalore,Semi-Furnished,No,No,Yes,Corporation,No,Bachelor,10,921131
3694,5,1,1,2,30,Hyderabad,Unfurnished,No,Yes,Yes,Borewell,No,Family,7,1494104
5485,5,2,3,1,12,Hyderabad,Furnished,No,No,No,Corporation,Yes,Bachelor,2,1835660
2819,3,1,1,0,34,Bangalore,Furnished,Yes,Yes,Yes,Both,Yes,Family,4,906422
1334,3,3,2,2,15,Delhi,Furnished,Yes,Yes,No,Both,Yes,Bachelor,1,1414111
3442,2,3,2,0,14,Pune,Semi-Furnished,Yes,No,No,Borewell,No,Family,5,1107532
4897,1,1,2,0,42,Kolkata,Furnished,Yes,Yes,Yes,Corporation,No,Family,8,1110313
1866,2,2,2,0,17,Hyderabad,Unfurnished,No,No,Yes,Both,Yes,Bachelor,1,713343
3961,2,2,3,0,46,Chennai,Unfurnished,No,No,No,Borewell,Yes,Family,7,901122
1014,4,1,3,2,36,Kolkata,Furnished,Yes,Yes,Yes,Borewell,Yes,Family,7,1425438
5792,4,2,1,2,47,Hyderabad,Semi-Furnished,No,Yes,No,Borewell,Yes,Family,7,1522350
1582,2,2,1,0,47,Pune,Unfurnished,Yes,No,No,Borewell,Yes,Family,1,872167
3623,2,2,1,0,48,Delhi,Unfurnished,No,No,No,Borewell,No,Company,3,977976
3067,2,3,3,1,40,Pune,Semi-Furnished,No,No,No,Corporation,Yes,Family,2,1373509
5617,5,3,2,1,26,Chennai,Unfurnished,No,Yes,Yes,Corporation,No,Company,5,1727047
530,4,1,1,1,34,Pune,Semi-Furnished,No,No,No,Corporation,Yes,Company,2,770148
5690,2,3,2,2,44,Kolkata,Unfurnished,No,Yes,No,Corporation,Yes,Family,5,1284065
3383,3,2,1,1,34,Chennai,Semi-Furnished,No,Yes,No,Borewell,No,Bachelor,5,1113468
4678,3,3,1,2,27,Bangalore,Unfurnished,Yes,Yes,Yes,Borewell,No,Bachelor,4,1225314
4859,5,1,1,2,38,Mumbai,Furnished,No,No,No,Both,Yes,Family,7,1621120
438,5,3,1,2,37,Bangalore,Unfurnished,Yes,Yes,No,Both,No,Company,10,1478852
4359,1,2,1,2,8,Kolkata,Unfurnished,Yes,No,Yes,Corporation,Yes,Bachelor,6,1159983
3987,1,2,2,1,11,Mumbai,Furnished,Yes,Yes,No,Borewell,No,Family,2,1206490
5868,1,1,1,0,14,Bangalore,Furnished,Yes,No,No,Both,No,Family,4,765391
1320,5,3,2,0,20,Mumbai,Furnished,Yes,No,No,Both,Yes,Company,7,1659124
3169,5,3,3,0,34,Hyderabad,Furnished,Yes,Yes,No,Both,Yes,Bachelor,9,1684793
4511,5,3,1,1,41,Pune,Semi-Furnished,No,No,Yes,Both,No,Family,9,1388019
892,3,2,2,0,32,Chennai,Semi-Furnished,No,Yes,Yes,Corporation,Yes,Bachelor,3,1125337
5945,5,1,3,1,18,Mumbai,Unfurnished,No,Yes,Yes,Borewell,No,Family,1,1632081
1531,3,3,3,1,22,Hyderabad,Unfurnished,Yes,Yes,No,Corporation,No,Family,9,1362062
3921,1,2,3,1,12,Pune,Unfurnished,Yes,Yes,Yes,Both,Yes,Family,8,1240380
710,1,2,2,0,43,Pune,Semi-Furnished,Yes,Yes,Yes,Both,No,Company,7,854623
1138,1,2,1,0,0,Delhi,Unfurnished,No,Yes,No,Borewell,Yes,Company,6,748744
3641,2,3,1,0,28,Bangalore,Unfurnished,No,Yes,Yes,Borewell,Yes,Company,10,997567
945,2,3,2,2,23,Delhi,Semi-Furnished,No,No,Yes,Corporation,No,Bachelor,7,905806
2861,4,3,1,1,15,Kolkata,Unfurnished,Yes,Yes,Yes,Borewell,Yes,Company,9,1467336
4746,4,3,2,2,24,Hyderabad,Semi-Furnished,Yes,Yes,No,Corporation,No,Company,6,1620738
5254,4,3,1,1,22,Delhi,Semi-Furnished,Yes,No,No,Corporation,No,Bachelor,10,1513939
2204,2,3,3,0,27,Delhi,Furnished,No,No,Yes,Both,Yes,Bachelor,3,1293155
3612,2,3,1,1,46,Pune,Furnished,Yes,Yes,Yes,Corporation,Yes,Bachelor,3,1235398
5793,4,3,2,1,15,Hyderabad,Semi-Furnished,Yes,Yes,No,Both,No,Bachelor,4,1659526
4210,4,3,2,2,42,Pune,Semi-Furnished,Yes,Yes,No,Corporation,Yes,Company,10,1707911
1213,5,2,3,1,37,Chennai,Furnished,Yes,No,No,Corporation,No,Company,10,1780783
4524,4,3,2,0,10,Mumbai,Unfurnished,No,Yes,No,Borewell,No,Bachelor,8,1398547
5453,5,1,1,1,2,Kolkata,Unfurnished,No,No,Yes,Borewell,No,Company,10,1755288
2432,3,2,1,1,14,Kolkata,Unfurnished,Yes,Yes,No,Both,No,Family,9,1157721
4972,2,3,3,1,0,Bangalore,Semi-Furnished,Yes,Yes,Yes,Borewell,No,Company,8,1476268
4813,4,1,2,2,6,Pune,Furnished,No,No,No,Corporation,Yes,Family,10,1464862
644,2,3,3,1,0,Mumbai,Unfurnished,No,Yes,No,Both,No,Bachelor,2,742206
5243,2,1,1,1,48,Bangalore,Furnished,Yes,Yes,No,Both,No,Bachelor,4,913863
5192,2,1,3,2,31,Kolkata,Furnished,No,Yes,No,Both,No,Company,4,1133079
671,3,1,2,2,8,Mumbai,Semi-Furnished,No,No,Yes,Corporation,No,Bachelor,2,997483
3911,1,1,3,2,28,Delhi,Unfurnished,Yes,Yes,Yes,Borewell,No,Company,8,1013735
2171,4,2,2,2,25,Chennai,Furnished,No,Yes,Yes,Both,No,Company,3,1390799
1662,1,2,2,0,22,Delhi,Semi-Furnished,No,No,No,Corporation,Yes,Company,2,939016
2824,1,1,1,0,44,Chennai,Semi-Furnished,No,No,Yes,Borewell,Yes,Company,7,740268
4761,1,3,1,1,42,Pune,Semi-Furnished,No,Yes,No,Borewell,No,Family,1,1234533
1320,2,1,1,0,28,Hyderabad,Unfurnished,Yes,Yes,No,Both,No,Family,6,500828
3830,5,2,2,1,37,Bangalore,Unfurnished,No,No,Yes,Corporation,No,Bachelor,3,1261712
4835,2,3,3,0,32,Bangalore,Semi-Furnished,No,Yes,No,Borewell,Yes,Family,3,1211203
4884,2,2,2,2,6,Hyderabad,Unfurnished,Yes,Yes,No,Corporation,No,Bachelor,5,1354515
3024,1,2,1,2,11,Mumbai,Unfurnished,No,No,Yes,Borewell,No,Bachelor,3,448971
4160,2,3,1,0,30,Hyderabad,Furnished,Yes,Yes,No,Both,No,Company,4,918132
2450,1,1,3,0,31,Pune,Semi-Furnished,Yes,Yes,No,Both,No,Company,3,784397
3900,5,1,1,1,19,Kolkata,Semi-Furnished,No,No,Yes,Borewell,No,Company,7,1538206
1565,4,1,1,1,16,Hyderabad,Unfurnished,No,Yes,Yes,Corporation,No,Company,3,983776
775,1,1,1,1,35,Chennai,Semi-Furnished,No,Yes,No,Borewell,Yes,Company,10,591267
2433,5,3,3,2,2,Kolkata,Semi-Furnished,No,Yes,Yes,Corporation,No,Company,4,1473405
545,4,3,2,2,0,Hyderabad,Semi-Furnished,No,No,No,Borewell,No,Family,2,1453648
4788,3,3,1,2,49,Bangalore,Unfurnished,Yes,Yes,Yes,Both,No,Bachelor,2,1160609
831,1,2,3,2,26,Delhi,Unfurnished,No,No,No,Corporation,No,Bachelor,9,729415
1104,1,3,1,1,46,Chennai,Unfurnished,Yes,No,Yes,Both,No,Company,1,868845
3032,3,1,3,2,39,Pune,Furnished,No,Yes,Yes,Corporation,No,Family,1,1375084
4894,3,2,1,2,32,Chennai,Semi-Furnished,Yes,No,No,Borewell,No,Company,10,1526748
1363,1,1,3,2,19,Mumbai,Furnished,No,Yes,Yes,Both,No,Family,1,770773
2634,3,1,1,2,13,Delhi,Unfurnished,No,Yes,Yes,Both,No,Family,3,739774
2441,2,3,2,0,35,Chennai,Furnished,No,Yes,No,Corporation,Yes,Bachelor,2,1133934
2228,4,3,1,1,4,Hyderabad,Semi-Furnished,No,No,Yes,Corporation,Yes,Bachelor,3,1357948
2508,4,1,3,1,22,Chennai,Semi-Furnished,No,Yes,Yes,Corporation,Yes,Family,5,1432170
4468,4,1,1,2,44,Chennai,Unfurnished,Yes,Yes,Yes,Both,No,Bachelor,9,1543807
1338,2,2,2,0,14,Chennai,Unfurnished,No,Yes,No,Borewell,Yes,Family,2,579214
5205,3,3,1,1,5,Mumbai,Furnished,No,No,Yes,Corporation,Yes,Family,1,1523754
1206,5,2,3,1,32,Chennai,Unfurnished,No,No,No,Borewell,Yes,Family,6,1169866
1863,3,2,3,2,18,Chennai,Furnished,Yes,Yes,No,Corporation,Yes,Bachelor,3,1553140
5821,1,2,2,2,12,Mumbai,Semi-Furnished,No,Yes,Yes,Borewell,No,Company,7,1180016
3815,4,1,3,1,28,Kolkata,Semi-Furnished,Yes,Yes,No,Corporation,Yes,Bachelor,6,1354804
410,3,2,1,1,5,Delhi,Semi-Furnished,No,Yes,No,Borewell,Yes,Company,7,995614
5581,5,2,1,0,14,Pune,Semi-Furnished,Yes,No,No,Both,No,Bachelor,5,1187018
2268,1,1,1,1,15,Kolkata,Semi-Furnished,No,No,No,Corporation,Yes,Bachelor,1,679644
5267,2,3,3,1,23,Bangalore,Furnished,No,No,Yes,Corporation,No,Company,3,1235618
5829,2,3,1,2,22,Mumbai,Semi-Furnished,Yes,No,Yes,Both,Yes,Family,3,1494684
1284,5,2,1,1,47,Mumbai,Furnished,No,No,Yes,Corporation,Yes,Company,7,1462548
3964,1,1,1,2,9,Chennai,Semi-Furnished,Yes,No,No,Corporation,Yes,Family,3,1197563
1789,4,3,2,1,40,Chennai,Furnished,No,No,No,Both,No,Family,5,1332289
3801,3,2,3,1,40,Pune,Furnished,No,Yes,Yes,Both,Yes,Bachelor,4,1526161
4721,1,2,3,1,48,Bangalore,Furnished,Yes,Yes,No,Borewell,Yes,Bachelor,4,1471274
1224,2,1,3,0,16,Chennai,Unfurnished,No,Yes,Yes,Both,No,Bachelor,7,765290
2665,5,2,2,2,48,Hyderabad,Furnished,Yes,Yes,No,Both,Yes,Bachelor,1,1324661
1336,5,3,3,0,43,Chennai,Furnished,Yes,Yes,Yes,Corporation,Yes,Bachelor,7,1695674
3200,3,1,2,1,44,Chennai,Semi-Furnished,No,Yes,Yes,Both,Yes,Company,8,1032604
2953,5,3,2,0,29,Hyderabad,Furnished,No,No,Yes,Corporation,Yes,Company,3,1881770
4245,5,3,3,2,43,Bangalore,Furnished,No,Yes,No,Both,Yes,Company,3,2028524
2196,1,3,1,1,45,Hyderabad,Unfurnished,Yes,No,Yes,Both,No,Company,4,1098856
453,4,2,1,0,9,Mumbai,Semi-Furnished,Yes,Yes,No,Borewell,No,Bachelor,6,1073047
1126,3,2,3,0,18,Hyderabad,Unfurnished,No,No,No,Both,No,Company,7,1043146
3136,1,3,3,2,28,Delhi,Unfurnished,Yes,No,Yes,Both,Yes,Company,1,1057238
3570,4,3,2,0,1,Mumbai,Unfurnished,Yes,Yes,Yes,Corporation,Yes,Family,4,1585138
5539,1,1,3,2,35,Chennai,Furnished,Yes,Yes,No,Corporation,Yes,Bachelor,7,1187508
2313,1,1,2,1,18,Pune,Unfurnished,Yes,Yes,No,Borewell,Yes,Company,2,420316
1996,5,2,3,1,6,Mumbai,Unfurnished,No,Yes,Yes,Both,Yes,Company,1,1302153
2314,4,2,1,0,25,Bangalore,Semi-Furnished,No,Yes,Yes,Corporation,No,Company,1,823018
2866,3,1,1,1,14,Bangalore,Semi-Furnished,No,No,No,Both,No,Bachelor,10,1252649
3137,3,3,3,1,46,Hyderabad,Semi-Furnished,Yes,Yes,Yes,Borewell,No,Company,6,1681571
1249,4,2,2,0,37,Mumbai,Semi-Furnished,Yes,No,Yes,Corporation,Yes,Family,5,999000
2509,5,3,1,1,2,Chennai,Unfurnished,Yes,No,Yes,Corporation,No,Bachelor,1,1471297
402,2,1,2,0,37,Bangalore,Semi-Furnished,Yes,No,Yes,Borewell,No,Family,10,971327
4655,1,2,3,2,15,Kolkata,Furnished,No,Yes,No,Both,No,Bachelor,3,971333
4469,5,2,3,2,1,Chennai,Unfurnished,Yes,Yes,No,Corporation,No,Company,7,1618099
5276,4,1,1,2,30,Kolkata,Semi-Furnished,Yes,Yes,Yes,Corporation,Yes,Bachelor,9,1484535
1292,1,2,3,0,27,Delhi,Unfurnished,No,Yes,Yes,Borewell,Yes,Bachelor,9,1069219
2430,3,1,1,0,6,Kolkata,Semi-Furnished,No,Yes,No,Borewell,No,Bachelor,6,742483
3560,2,2,2,1,29,Bangalore,Unfurnished,No,Yes,No,Borewell,No,Family,3,925269
2776,3,1,1,1,42,Hyderabad,Semi-Furnished,Yes,No,No,Both,No,Bachelor,1,750669
5075,4,2,1,1,6,Delhi,Furnished,Yes,Yes,No,Both,No,Company,3,1496501
2333,1,3,2,1,35,Mumbai,Semi-Furnished,Yes,No,No,Both,No,Bachelor,10,1004961
1780,4,3,1,1,28,Chennai,Unfurnished,Yes,No,Yes,Borewell,No,Bachelor,2,1014513
4081,1,3,1,0,23,Bangalore,Unfurnished,Yes,Yes,Yes,Corporation,No,Company,5,898365
1690,5,2,3,0,38,Delhi,Furnished,Yes,Yes,No,Both,No,Company,8,1789806
2040,2,2,2,2,3,Delhi,Unfurnished,No,Yes,No,Borewell,No,Family,5,935365
5447,5,3,1,2,28,Bangalore,Furnished,Yes,Yes,Yes,Both,Yes,Company,1,1638669
3082,5,3,2,2,43,Mumbai,Unfurnished,No,Yes,No,Corporation,No,Company,3,1497935
1387,4,1,2,2,4,Mumbai,Unfurnished,No,Yes,No,Corporation,Yes,Company,5,1185691
1618,2,1,1,0,28,Hyderabad,Furnished,No,No,Yes,Borewell,Yes,Bachelor,7,682794
5416,1,1,3,0,29,Pune,Unfurnished,Yes,No,Yes,Corporation,No,Family,5,1256184
1755,1,3,2,0,28,Kolkata,Unfurnished,Yes,No,Yes,Borewell,No,Company,10,850428
4665,3,3,1,1,25,Mumbai,Furnished,No,No,Yes,Borewell,Yes,Company,5,1355719
5016,1,3,2,1,18,Hyderabad,Semi-Furnished,Yes,No,No,Borewell,Yes,Company,7,1287935
5982,4,1,3,2,25,Kolkata,Furnished,Yes,No,Yes,Borewell,No,Bachelor,8,1930937
4535,5,2,3,1,36,Delhi,Unfurnished,No,Yes,No,Corporation,Yes,Bachelor,8,1376138
1960,5,3,3,0,26,Bangalore,Semi-Furnished,Yes,Yes,No,Corporation,No,Family,7,1559997
1818,5,2,1,2,29,Mumbai,Semi-Furnished,Yes,Yes,No,Corporation,No,Family,3,1628670
1354,2,2,1,2,29,Hyderabad,Semi-Furnished,Yes,No,No,Corporation,Yes,Bachelor,2,967049
1383,1,2,3,1,2,Delhi,Furnished,Yes,No,Yes,Borewell,No,Company,1,764679
1374,4,1,1,2,42,Mumbai,Semi-Furnished,No,No,No,Borewell,Yes,Company,6,1016680
4533,2,2,3,1,6,Chennai,Semi-Furnished,No,Yes,No,Corporation,No,Family,9,1344012
5770,3,3,1,1,48,Pune,Semi-Furnished,Yes,Yes,No,Both,No,Company,3,1503820
4372,4,1,3,2,8,Delhi,Unfurnished,Yes,Yes,Yes,Both,Yes,Bachelor,5,1499419
5695,4,3,2,1,40,Mumbai,Furnished,Yes,No,Yes,Both,Yes,Family,9,1905697
1313,4,3,3,1,41,Delhi,Furnished,No,No,Yes,Corporation,No,Bachelor,9,1231974
4949,5,1,3,1,12,Bangalore,Unfurnished,Yes,No,Yes,Borewell,No,Bachelor,7,1292382
436,4,3,1,1,14,Bangalore,Semi-Furnished,Yes,Yes,Yes,Borewell,Yes,Company,4,1242739
3787,1,3,1,2,4,Pune,Unfurnished,No,No,No,Both,No,Bachelor,2,1086924
2111,4,1,1,0,28,Bangalore,Unfurnished,Yes,Yes,Yes,Both,Yes,Bachelor,2,1034991
3420,5,3,1,0,34,Kolkata,Semi-Furnished,No,Yes,No,Borewell,Yes,Company,4,1467671
1195,4,2,1,1,26,Chennai,Semi-Furnished,Yes,Yes,Yes,Both,Yes,Bachelor,1,1234411
4436,3,3,1,1,26,Bangalore,Furnished,No,Yes,No,Both,No,Company,4,1463541
5468,3,2,2,1,7,Chennai,Semi-Furnished,Yes,Yes,Yes,Borewell,Yes,Bachelor,6,1446046
5088,5,3,3,0,31,Bangalore,Unfurnished,Yes,Yes,No,Both,No,Company,6,1702022
5633,1,1,3,1,19,Kolkata,Unfurnished,No,Yes,Yes,Both,Yes,Company,7,1044847
3511,1,1,3,2,9,Delhi,Semi-Furnished,No,No,No,Corporation,No,Family,5,1264650
1724,2,3,2,2,12,Mumbai,Furnished,No,Yes,No,Both,No,Bachelor,9,1165381
717,5,1,3,2,28,Mumbai,Unfurnished,No,No,No,Corporation,Yes,Bachelor,2,1078661
2796,4,3,2,0,34,Bangalore,Semi-Furnished,No,Yes,No,Borewell,Yes,Family,2,1389210
2562,5,1,2,1,7,Mumbai,Furnished,Yes,Yes,No,Corporation,Yes,Company,4,1515188
3145,2,2,2,1,28,Bangalore,Furnished,No,Yes,No,Borewell,No,Company,4,1135727
5842,5,3,3,1,30,Bangalore,Unfurnished,No,No,Yes,Corporation,No,Family,4,1639617
1991,5,2,2,0,40,Pune,Unfurnished,No,Yes,Yes,Corporation,No,Family,1,955901
3511,2,2,3,0,29,Hyderabad,Furnished,No,Yes,No,Corporation,Yes,Company,4,1459163
4330,1,3,3,0,21,Hyderabad,Furnished,Yes,No,No,Both,Yes,Company,5,1392331
2396,4,2,1,0,20,Pune,Furnished,Yes,No,No,Both,Yes,Family,9,1537602
1712,2,3,1,2,11,Hyderabad,Semi-Furnished,Yes,No,No,Both,Yes,Bachelor,3,1026970
1685,3,2,2,0,10,Chennai,Unfurnished,Yes,No,No,Both,Yes,Company,3,1058578
4711,1,3,2,0,1,Hyderabad,Furnished,Yes,Yes,No,Both,No,Family,5,1220765
2783,3,3,3,0,49,Bangalore,Unfurnished,No,Yes,No,Corporation,Yes,Bachelor,10,1492680
3639,1,1,2,1,40,Kolkata,Unfurnished,Yes,No,Yes,Both,No,Bachelor,6,982377
2539,4,3,2,1,1,Kolkata,Unfurnished,Yes,Yes,No,Borewell,Yes,Bachelor,3,1429797
2104,4,3,3,1,33,Delhi,Furnished,No,No,No,Corporation,Yes,Bachelor,1,1179047
762,5,2,2,2,2,Hyderabad,Semi-Furnished,No,No,Yes,Corporation,Yes,Family,10,1809669
3004,3,3,2,2,15,Kolkata,Furnished,Yes,No,Yes,Borewell,Yes,Company,8,1671138
2116,1,1,3,0,3,Hyderabad,Unfurnished,Yes,Yes,No,Both,Yes,Bachelor,1,711194
5689,4,2,3,1,22,Delhi,Furnished,No,No,Yes,Borewell,No,Bachelor,2,1569321
4851,2,2,1,2,49,Kolkata,Furnished,Yes,Yes,Yes,Corporation,Yes,Family,3,1090895
4686,4,1,3,1,19,Bangalore,Unfurnished,No,Yes,Yes,Corporation,No,Bachelor,6,1510962
4138,2,2,1,2,24,Chennai,Unfurnished,No,Yes,No,Corporation,No,Family,4,771598
2869,1,2,2,2,29,Pune,Furnished,Yes,No,No,Borewell,No,Family,4,975514
5195,4,2,3,0,17,Pune,Furnished,Yes,Yes,Yes,Both,No,Company,9,1702868
956,4,2,3,0,41,Pune,Furnished,Yes,No,No,Corporation,Yes,Bachelor,6,1471685
1225,1,1,3,2,10,Hyderabad,Furnished,No,Yes,No,Both,Yes,Company,2,1014481
3208,4,1,2,0,28,Kolkata,Semi-Furnished,No,Yes,No,Corporation,Yes,Family,7,1355724
5550,2,2,1,2,16,Kolkata,Furnished,Yes,Yes,Yes,Both,Yes,Bachelor,3,1404774
4921,4,2,2,2,25,Delhi,Semi-Furnished,Yes,No,Yes,Borewell,Yes,Family,9,1662932
3119,3,1,2,1,22,Bangalore,Unfurnished,Yes,No,Yes,Corporation,No,Family,6,1056961
3908,5,1,3,0,47,Mumbai,Semi-Furnished,No,No,Yes,Corporation,Yes,Family,8,1445621
4141,2,1,1,0,19,Kolkata,Unfurnished,No,No,No,Corporation,Yes,Bachelor,1,496974
1974,3,2,2,0,44,Chennai,Semi-Furnished,No,Yes,No,Borewell,No,Family,2,817191
4398,1,2,3,1,1,Delhi,Unfurnished,Yes,Yes,No,Borewell,Yes,Family,6,1239096
2529,2,3,2,1,23,Kolkata,Furnished,No,No,Yes,Both,Yes,Bachelor,3,1169871
2803,5,1,2,1,30,Kolkata,Semi-Furnished,No,No,Yes,Borewell,No,Company,1,1159808
3729,5,2,3,0,26,Delhi,Semi-Furnished,Yes,No,No,Corporation,Yes,Family,6,1506236
988,1,1,3,0,1,Delhi,Unfurnished,No,No,Yes,Both,No,Company,5,518240
2412,1,2,1,0,13,Hyderabad,Unfurnished,Yes,Yes,Yes,Borewell,No,Company,9,761255
1947,2,1,2,1,3,Kolkata,Semi-Furnished,No,No,No,Both,Yes,Company,6,926295
694,4,2,3,1,48,Mumbai,Unfurnished,Yes,No,Yes,Both,No,Company,5,1130411
